sample	aneuploidy_score
GENIE-MSK-P-0048159-T01-IM6	0.146341463414634
GENIE-MSK-P-0048160-T01-IM6	0.634146341463415
GENIE-MSK-P-0048161-T01-IM6	0.463414634146341
GENIE-MSK-P-0048162-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048162-T02-IM6	0.268292682926829
GENIE-MSK-P-0048163-T01-IM6	0.292682926829268
GENIE-MSK-P-0048164-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048165-T01-IM6	0.195121951219512
GENIE-MSK-P-0048165-T02-IM6	0.268292682926829
GENIE-MSK-P-0048166-T01-IM6	0.195121951219512
GENIE-MSK-P-0048166-T03-IM6	0
GENIE-MSK-P-0048166-T04-IM7	0.214285714285714
GENIE-MSK-P-0048167-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048167-T02-IM6	0.439024390243902
GENIE-MSK-P-0048168-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048169-T01-IM6	0.414634146341463
GENIE-MSK-P-0048170-T01-IM6	0.390243902439024
GENIE-MSK-P-0048171-T01-IM6	0.609756097560976
GENIE-MSK-P-0048172-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048173-T01-IM6	0.365853658536585
GENIE-MSK-P-0048174-T01-IM6	0.780487804878049
GENIE-MSK-P-0048175-T01-IM6	0
GENIE-MSK-P-0048176-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048177-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048178-T01-IM6	0
GENIE-MSK-P-0048179-T01-IM6	0.268292682926829
GENIE-MSK-P-0048182-T01-IM6	0.853658536585366
GENIE-MSK-P-0048185-T02-IH3	0
GENIE-MSK-P-0048186-T02-IH3	0
GENIE-MSK-P-0048187-T04-IH3	0
GENIE-MSK-P-0048190-T02-IH3	0
GENIE-MSK-P-0048191-T02-IH3	0
GENIE-MSK-P-0048191-T04-IH3	0
GENIE-MSK-P-0048191-T05-IH3	0
GENIE-MSK-P-0048191-T06-IH3	0
GENIE-MSK-P-0048191-T07-IH3	0.0487804878048781
GENIE-MSK-P-0048191-T08-IH3	0
GENIE-MSK-P-0048191-T09-IH3	0
GENIE-MSK-P-0048193-T02-IH3	0.0975609756097561
GENIE-MSK-P-0048193-T03-IH3	0
GENIE-MSK-P-0048193-T05-IH3	0
GENIE-MSK-P-0048193-T06-IH3	0
GENIE-MSK-P-0048193-T07-IH3	0
GENIE-MSK-P-0048195-T02-IH3	0
GENIE-MSK-P-0048196-T02-IH3	0
GENIE-MSK-P-0048197-T01-IH3	0
GENIE-MSK-P-0048198-T01-IH3	0.0487804878048781
GENIE-MSK-P-0048199-T01-IH3	0.024390243902439
GENIE-MSK-P-0048199-T02-IH3	0
GENIE-MSK-P-0048200-T01-IH3	0.024390243902439
GENIE-MSK-P-0048201-T01-IH3	0
GENIE-MSK-P-0048201-T02-IH3	0.195121951219512
GENIE-MSK-P-0048202-T01-IH3	0.0731707317073171
GENIE-MSK-P-0048203-T01-IH3	0.0487804878048781
GENIE-MSK-P-0048203-T02-IH3	0.0487804878048781
GENIE-MSK-P-0048204-T01-IH3	0.902439024390244
GENIE-MSK-P-0048205-T01-IH3	0
GENIE-MSK-P-0048206-T01-IH3	0.0487804878048781
GENIE-MSK-P-0048206-T02-IH3	0.0487804878048781
GENIE-MSK-P-0048206-T03-IH3	0.0487804878048781
GENIE-MSK-P-0048207-T01-IH3	0
GENIE-MSK-P-0048207-T02-IM6	0.24390243902439
GENIE-MSK-P-0048208-T01-IH3	0
GENIE-MSK-P-0048209-T01-IH3	0
GENIE-MSK-P-0048209-T02-IH3	0
GENIE-MSK-P-0048209-T03-IH3	0.195121951219512
GENIE-MSK-P-0048209-T04-IH3	0
GENIE-MSK-P-0048210-T01-IH3	0.0487804878048781
GENIE-MSK-P-0048214-T01-IM6	0.658536585365854
GENIE-MSK-P-0048215-T01-IM6	0
GENIE-MSK-P-0048215-T02-IM6	0.0487804878048781
GENIE-MSK-P-0048216-T01-IM6	0.902439024390244
GENIE-MSK-P-0048217-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048218-T01-IM6	0.24390243902439
GENIE-MSK-P-0048219-T01-IM6	0.292682926829268
GENIE-MSK-P-0048220-T01-IM6	0.585365853658537
GENIE-MSK-P-0048221-T01-IM6	0.024390243902439
GENIE-MSK-P-0048222-T01-IM6	0.707317073170732
GENIE-MSK-P-0048223-T01-IM6	0.317073170731707
GENIE-MSK-P-0048224-T01-IM6	0.48780487804878
GENIE-MSK-P-0048225-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048225-T03-IM6	0.0975609756097561
GENIE-MSK-P-0048225-T04-IM7	0
GENIE-MSK-P-0048226-T01-IM6	0.707317073170732
GENIE-MSK-P-0048227-T01-IM6	0.75609756097561
GENIE-MSK-P-0048228-T01-IM6	0.51219512195122
GENIE-MSK-P-0048229-T01-IM6	0
GENIE-MSK-P-0048230-T01-IM6	0.268292682926829
GENIE-MSK-P-0048231-T01-IM6	0.292682926829268
GENIE-MSK-P-0048232-T01-IM6	0.317073170731707
GENIE-MSK-P-0048233-T01-IM6	0.731707317073171
GENIE-MSK-P-0048234-T01-IM6	0.195121951219512
GENIE-MSK-P-0048236-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048237-T01-IM6	0.634146341463415
GENIE-MSK-P-0048238-T01-IM6	0
GENIE-MSK-P-0048239-T01-IM6	0.609756097560976
GENIE-MSK-P-0048240-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048241-T01-IM6	0.146341463414634
GENIE-MSK-P-0048242-T01-IM6	0.170731707317073
GENIE-MSK-P-0048243-T01-IM6	0.707317073170732
GENIE-MSK-P-0048244-T01-IM6	0.170731707317073
GENIE-MSK-P-0048245-T01-IM6	0.195121951219512
GENIE-MSK-P-0048246-T01-IM6	0.390243902439024
GENIE-MSK-P-0048247-T01-IM6	0.121951219512195
GENIE-MSK-P-0048248-T01-IM6	0.414634146341463
GENIE-MSK-P-0048249-T01-IM6	0.853658536585366
GENIE-MSK-P-0048250-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048251-T01-IM6	0.658536585365854
GENIE-MSK-P-0048252-T01-IM6	0.121951219512195
GENIE-MSK-P-0048253-T01-IM6	0.268292682926829
GENIE-MSK-P-0048254-T01-IM6	0.780487804878049
GENIE-MSK-P-0048255-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048256-T01-IM6	0.609756097560976
GENIE-MSK-P-0048257-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048258-T01-IM6	0.219512195121951
GENIE-MSK-P-0048259-T01-IM6	0
GENIE-MSK-P-0048260-T01-IM6	0.75609756097561
GENIE-MSK-P-0048260-T02-IM7	0.714285714285714
GENIE-MSK-P-0048261-T01-IM6	0.24390243902439
GENIE-MSK-P-0048262-T01-IM6	0.170731707317073
GENIE-MSK-P-0048263-T01-IM6	0.48780487804878
GENIE-MSK-P-0048264-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048265-T01-IM6	0.365853658536585
GENIE-MSK-P-0048266-T01-IM6	0.170731707317073
GENIE-MSK-P-0048267-T01-IM6	0.292682926829268
GENIE-MSK-P-0048267-T02-IM6	0.121951219512195
GENIE-MSK-P-0048268-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048269-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048270-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048271-T01-IM6	0
GENIE-MSK-P-0048272-T01-IM6	0.121951219512195
GENIE-MSK-P-0048274-T01-IM6	0.024390243902439
GENIE-MSK-P-0048275-T01-IM6	0
GENIE-MSK-P-0048276-T01-IM6	0.219512195121951
GENIE-MSK-P-0048277-T01-IM6	0.024390243902439
GENIE-MSK-P-0048278-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048279-T01-IM6	0.195121951219512
GENIE-MSK-P-0048279-T02-IM6	0
GENIE-MSK-P-0048279-T03-IM6	0.0975609756097561
GENIE-MSK-P-0048280-T01-IM6	0.341463414634146
GENIE-MSK-P-0048280-T02-IM6	0.51219512195122
GENIE-MSK-P-0048281-T01-IM6	0.48780487804878
GENIE-MSK-P-0048282-T01-IM6	0.51219512195122
GENIE-MSK-P-0048283-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048284-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048285-T01-IM6	0.268292682926829
GENIE-MSK-P-0048286-T02-IM6	0.219512195121951
GENIE-MSK-P-0048287-T01-IM6	0
GENIE-MSK-P-0048288-T01-IM6	0.75609756097561
GENIE-MSK-P-0048289-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048290-T01-IM6	0.536585365853659
GENIE-MSK-P-0048291-T01-IM6	0.170731707317073
GENIE-MSK-P-0048291-T02-IM6	0.365853658536585
GENIE-MSK-P-0048292-T01-IM6	0.560975609756098
GENIE-MSK-P-0048293-T01-IM6	0.365853658536585
GENIE-MSK-P-0048294-T01-IM6	0.414634146341463
GENIE-MSK-P-0048295-T01-IM6	0.439024390243902
GENIE-MSK-P-0048295-T02-IM6	0.463414634146341
GENIE-MSK-P-0048296-T01-IM6	0.268292682926829
GENIE-MSK-P-0048297-T01-IM6	0.292682926829268
GENIE-MSK-P-0048298-T01-IM6	0
GENIE-MSK-P-0048298-T02-IM6	0.0731707317073171
GENIE-MSK-P-0048298-T03-IM7	0
GENIE-MSK-P-0048299-T01-IM6	0.804878048780488
GENIE-MSK-P-0048299-T02-IM6	0.707317073170732
GENIE-MSK-P-0048300-T01-IM6	0.121951219512195
GENIE-MSK-P-0048300-T02-IM6	0.24390243902439
GENIE-MSK-P-0048301-T01-IM6	0.560975609756098
GENIE-MSK-P-0048302-T01-IM6	0.341463414634146
GENIE-MSK-P-0048303-T01-IM6	0.951219512195122
GENIE-MSK-P-0048304-T01-IM6	0
GENIE-MSK-P-0048305-T01-IM6	0.48780487804878
GENIE-MSK-P-0048306-T01-IM6	0.463414634146341
GENIE-MSK-P-0048306-T02-IM6	0.365853658536585
GENIE-MSK-P-0048307-T01-IM6	0.853658536585366
GENIE-MSK-P-0048308-T01-IM6	0.170731707317073
GENIE-MSK-P-0048309-T01-IM6	0.390243902439024
GENIE-MSK-P-0048313-T01-IM6	0.682926829268293
GENIE-MSK-P-0048314-T01-IM6	0.341463414634146
GENIE-MSK-P-0048315-T01-IM6	0.024390243902439
GENIE-MSK-P-0048316-T01-IM6	0.75609756097561
GENIE-MSK-P-0048316-T02-IM6	0.707317073170732
GENIE-MSK-P-0048317-T01-IM6	0.195121951219512
GENIE-MSK-P-0048318-T01-IM6	0
GENIE-MSK-P-0048319-T01-IM6	0
GENIE-MSK-P-0048320-T01-IM6	0.439024390243902
GENIE-MSK-P-0048321-T01-IM6	0.317073170731707
GENIE-MSK-P-0048322-T01-IM6	0.292682926829268
GENIE-MSK-P-0048322-T02-IM6	0.195121951219512
GENIE-MSK-P-0048323-T02-IH3	0
GENIE-MSK-P-0048324-T02-IH3	0
GENIE-MSK-P-0048325-T03-IM6	0.268292682926829
GENIE-MSK-P-0048326-T02-IH3	0
GENIE-MSK-P-0048326-T03-IH3	0
GENIE-MSK-P-0048329-T02-IM6	0.853658536585366
GENIE-MSK-P-0048329-T03-IM6	0.609756097560976
GENIE-MSK-P-0048332-T02-IM6	0.75609756097561
GENIE-MSK-P-0048333-T02-IM6	0.536585365853659
GENIE-MSK-P-0048334-T02-IH3	0
GENIE-MSK-P-0048334-T03-IH3	0
GENIE-MSK-P-0048334-T04-IH3	0
GENIE-MSK-P-0048334-T05-IH3	0
GENIE-MSK-P-0048335-T02-IM6	0.024390243902439
GENIE-MSK-P-0048335-T03-IM7	0.30952380952381
GENIE-MSK-P-0048335-T04-IM7	0.0238095238095238
GENIE-MSK-P-0048336-T02-IH3	0.0487804878048781
GENIE-MSK-P-0048339-T02-IM6	0.682926829268293
GENIE-MSK-P-0048339-T03-IM7	0.571428571428571
GENIE-MSK-P-0048340-T01-IH3	0
GENIE-MSK-P-0048341-T01-IH3	0
GENIE-MSK-P-0048342-T01-IH3	0
GENIE-MSK-P-0048342-T02-IH3	0
GENIE-MSK-P-0048343-T01-IH3	0
GENIE-MSK-P-0048344-T01-IH3	0.268292682926829
GENIE-MSK-P-0048345-T01-IH3	0
GENIE-MSK-P-0048353-T01-IM6	0.414634146341463
GENIE-MSK-P-0048354-T01-IM6	0.51219512195122
GENIE-MSK-P-0048355-T01-IM6	0
GENIE-MSK-P-0048356-T01-IM6	0.170731707317073
GENIE-MSK-P-0048357-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048358-T01-IM6	0.560975609756098
GENIE-MSK-P-0048359-T01-IM6	0.853658536585366
GENIE-MSK-P-0048360-T01-IM6	0.292682926829268
GENIE-MSK-P-0048361-T01-IM6	0.121951219512195
GENIE-MSK-P-0048362-T01-IH3	0.634146341463415
GENIE-MSK-P-0048365-T01-IH3	0
GENIE-MSK-P-0048366-T01-IH3	0.024390243902439
GENIE-MSK-P-0048367-T02-IH3	0
GENIE-MSK-P-0048370-T01-IM6	0.146341463414634
GENIE-MSK-P-0048371-T01-IM6	0.292682926829268
GENIE-MSK-P-0048372-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048373-T01-IM6	0.463414634146341
GENIE-MSK-P-0048374-T01-IM6	0.365853658536585
GENIE-MSK-P-0048375-T01-IM6	0.292682926829268
GENIE-MSK-P-0048376-T01-IM6	0.634146341463415
GENIE-MSK-P-0048377-T01-IM6	0.219512195121951
GENIE-MSK-P-0048378-T01-IM6	0.317073170731707
GENIE-MSK-P-0048379-T01-IM6	0.682926829268293
GENIE-MSK-P-0048384-T01-IM6	0.292682926829268
GENIE-MSK-P-0048386-T01-IM6	0.170731707317073
GENIE-MSK-P-0048386-T02-IM6	0.219512195121951
GENIE-MSK-P-0048387-T01-IM6	0.195121951219512
GENIE-MSK-P-0048388-T01-IM6	0.560975609756098
GENIE-MSK-P-0048389-T01-IM6	0.463414634146341
GENIE-MSK-P-0048390-T01-IM6	0
GENIE-MSK-P-0048391-T01-IM6	0.463414634146341
GENIE-MSK-P-0048392-T01-IM6	0.341463414634146
GENIE-MSK-P-0048392-T02-IM6	0.0975609756097561
GENIE-MSK-P-0048393-T01-IM6	0.170731707317073
GENIE-MSK-P-0048394-T01-IM6	0.51219512195122
GENIE-MSK-P-0048399-T01-IM6	0
GENIE-MSK-P-0048401-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048402-T01-IM6	0.414634146341463
GENIE-MSK-P-0048403-T01-IM6	0.268292682926829
GENIE-MSK-P-0048404-T01-IM6	0.268292682926829
GENIE-MSK-P-0048404-T02-IM6	0.658536585365854
GENIE-MSK-P-0048405-T01-IM6	0.560975609756098
GENIE-MSK-P-0048406-T01-IM6	0
GENIE-MSK-P-0048407-T01-IM6	0.682926829268293
GENIE-MSK-P-0048408-T01-IM6	0.658536585365854
GENIE-MSK-P-0048409-T01-IM6	0.024390243902439
GENIE-MSK-P-0048410-T01-IM6	0.219512195121951
GENIE-MSK-P-0048411-T02-IH3	0
GENIE-MSK-P-0048412-T06-IH3	0.0487804878048781
GENIE-MSK-P-0048412-T09-IH3	0.0487804878048781
GENIE-MSK-P-0048412-T10-IH3	0.0487804878048781
GENIE-MSK-P-0048412-T11-IH3	0.0487804878048781
GENIE-MSK-P-0048412-T12-IH3	0
GENIE-MSK-P-0048412-T13-IH3	0
GENIE-MSK-P-0048412-T14-IH3	0
GENIE-MSK-P-0048413-T02-IH3	0
GENIE-MSK-P-0048414-T03-IH3	0
GENIE-MSK-P-0048414-T06-IH3	0
GENIE-MSK-P-0048417-T02-IM6	0.51219512195122
GENIE-MSK-P-0048418-T02-IH3	0.0487804878048781
GENIE-MSK-P-0048419-T02-IH3	0
GENIE-MSK-P-0048419-T03-IH3	0
GENIE-MSK-P-0048421-T02-IM6	1
GENIE-MSK-P-0048422-T02-IM6	0
GENIE-MSK-P-0048423-T02-IH3	0
GENIE-MSK-P-0048424-T02-IH3	0
GENIE-MSK-P-0048424-T03-IH3	0.024390243902439
GENIE-MSK-P-0048426-T02-IM6	0.658536585365854
GENIE-MSK-P-0048427-T02-IM6	0.51219512195122
GENIE-MSK-P-0048431-T01-IM6	0.634146341463415
GENIE-MSK-P-0048432-T01-IM6	0.195121951219512
GENIE-MSK-P-0048433-T01-IM6	0.292682926829268
GENIE-MSK-P-0048434-T01-IM6	0
GENIE-MSK-P-0048435-T01-IM6	0.780487804878049
GENIE-MSK-P-0048436-T01-IM6	0.560975609756098
GENIE-MSK-P-0048437-T01-IM6	0.560975609756098
GENIE-MSK-P-0048438-T01-IM6	0.463414634146341
GENIE-MSK-P-0048439-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048440-T01-IH3	0
GENIE-MSK-P-0048441-T01-IH3	0
GENIE-MSK-P-0048442-T01-IH3	0
GENIE-MSK-P-0048443-T01-IH3	0
GENIE-MSK-P-0048443-T02-IH3	0
GENIE-MSK-P-0048444-T01-IH3	0.195121951219512
GENIE-MSK-P-0048445-T01-IH3	0
GENIE-MSK-P-0048445-T02-IH3	0.0487804878048781
GENIE-MSK-P-0048446-T01-IH3	0
GENIE-MSK-P-0048447-T01-IH3	0
GENIE-MSK-P-0048448-T01-IH3	0
GENIE-MSK-P-0048451-T01-IM6	0
GENIE-MSK-P-0048452-T01-IM6	0.365853658536585
GENIE-MSK-P-0048453-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048454-T01-IM6	0.707317073170732
GENIE-MSK-P-0048454-T02-IM6	0.390243902439024
GENIE-MSK-P-0048455-T01-IM6	0.390243902439024
GENIE-MSK-P-0048456-T01-IM6	0.195121951219512
GENIE-MSK-P-0048457-T01-IM6	0.682926829268293
GENIE-MSK-P-0048458-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048459-T01-IM6	0.121951219512195
GENIE-MSK-P-0048460-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048461-T01-IM6	0.317073170731707
GENIE-MSK-P-0048462-T01-IM6	0.634146341463415
GENIE-MSK-P-0048462-T02-IM7	0.523809523809524
GENIE-MSK-P-0048463-T01-IM6	0.463414634146341
GENIE-MSK-P-0048470-T01-IM6	0.51219512195122
GENIE-MSK-P-0048470-T02-IM6	0.317073170731707
GENIE-MSK-P-0048471-T01-IM6	0
GENIE-MSK-P-0048471-T04-IM6	0.0975609756097561
GENIE-MSK-P-0048471-T06-IM7	0
GENIE-MSK-P-0048471-T07-IM7	0.0476190476190476
GENIE-MSK-P-0048472-T01-IM6	0
GENIE-MSK-P-0048472-T03-IH3	0.024390243902439
GENIE-MSK-P-0048472-T04-IM7	0.571428571428571
GENIE-MSK-P-0048473-T01-IM6	0.51219512195122
GENIE-MSK-P-0048474-T01-IM6	0.268292682926829
GENIE-MSK-P-0048475-T01-IM6	0.48780487804878
GENIE-MSK-P-0048475-T02-IM6	0.341463414634146
GENIE-MSK-P-0048476-T01-IM6	0.975609756097561
GENIE-MSK-P-0048476-T02-IM6	1
GENIE-MSK-P-0048477-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048478-T01-IM6	0.146341463414634
GENIE-MSK-P-0048478-T03-IM7	0.119047619047619
GENIE-MSK-P-0048479-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048480-T01-IM6	0
GENIE-MSK-P-0048481-T01-IM6	0.268292682926829
GENIE-MSK-P-0048482-T01-IM6	0.170731707317073
GENIE-MSK-P-0048483-T01-IM6	0.390243902439024
GENIE-MSK-P-0048484-T01-IM6	0.463414634146341
GENIE-MSK-P-0048485-T01-IM6	0.634146341463415
GENIE-MSK-P-0048486-T01-IM6	0.365853658536585
GENIE-MSK-P-0048489-T01-IM6	0.463414634146341
GENIE-MSK-P-0048490-T01-IM6	0.609756097560976
GENIE-MSK-P-0048491-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048491-T02-IM6	0.682926829268293
GENIE-MSK-P-0048492-T01-IM6	0
GENIE-MSK-P-0048493-T01-IM6	0.146341463414634
GENIE-MSK-P-0048494-T01-IM6	0.390243902439024
GENIE-MSK-P-0048495-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048496-T01-IM6	0.146341463414634
GENIE-MSK-P-0048497-T01-IM6	0.682926829268293
GENIE-MSK-P-0048498-T01-IM6	0
GENIE-MSK-P-0048499-T01-IM6	0.365853658536585
GENIE-MSK-P-0048500-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048501-T01-IM6	0.560975609756098
GENIE-MSK-P-0048502-T01-IM6	0.75609756097561
GENIE-MSK-P-0048503-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048504-T01-IM6	0.146341463414634
GENIE-MSK-P-0048505-T01-IM6	0.0731707317073171
GENIE-MSK-P-0048506-T01-IM6	0.24390243902439
GENIE-MSK-P-0048507-T01-IM6	0.024390243902439
GENIE-MSK-P-0048508-T01-IM6	0.170731707317073
GENIE-MSK-P-0048509-T01-IM6	0.219512195121951
GENIE-MSK-P-0048510-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048511-T01-IM6	0.195121951219512
GENIE-MSK-P-0048512-T01-IM6	0.24390243902439
GENIE-MSK-P-0048513-T01-IM6	0.268292682926829
GENIE-MSK-P-0048514-T01-IM6	0
GENIE-MSK-P-0048515-T01-IM6	0.170731707317073
GENIE-MSK-P-0048516-T01-IM6	0.292682926829268
GENIE-MSK-P-0048520-T01-IM6	0.219512195121951
GENIE-MSK-P-0048521-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048522-T01-IM6	0.560975609756098
GENIE-MSK-P-0048523-T01-IM6	0.170731707317073
GENIE-MSK-P-0048524-T01-IM6	0.585365853658537
GENIE-MSK-P-0048525-T01-IM6	0.536585365853659
GENIE-MSK-P-0048526-T01-IM6	0.75609756097561
GENIE-MSK-P-0048527-T01-IM6	0
GENIE-MSK-P-0048528-T02-IM6	0.0731707317073171
GENIE-MSK-P-0048529-T01-IM6	0
GENIE-MSK-P-0048530-T01-IM6	0.51219512195122
GENIE-MSK-P-0048531-T01-IM6	0.121951219512195
GENIE-MSK-P-0048532-T01-IM6	0.853658536585366
GENIE-MSK-P-0048532-T02-IM6	0.195121951219512
GENIE-MSK-P-0048538-T01-IM6	0.536585365853659
GENIE-MSK-P-0048539-T01-IM6	0.439024390243902
GENIE-MSK-P-0048540-T01-IM6	0.536585365853659
GENIE-MSK-P-0048540-T02-IM6	0.951219512195122
GENIE-MSK-P-0048541-T01-IM6	0.682926829268293
GENIE-MSK-P-0048542-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048543-T01-IM6	0.268292682926829
GENIE-MSK-P-0048544-T01-IM6	0.707317073170732
GENIE-MSK-P-0048545-T01-IM6	0.121951219512195
GENIE-MSK-P-0048546-T01-IM6	0.121951219512195
GENIE-MSK-P-0048547-T01-IM6	0.146341463414634
GENIE-MSK-P-0048548-T01-IM6	0
GENIE-MSK-P-0048549-T01-IM6	0.658536585365854
GENIE-MSK-P-0048550-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048550-T02-IH3	0
GENIE-MSK-P-0048550-T03-IH3	0
GENIE-MSK-P-0048551-T01-IM6	0.609756097560976
GENIE-MSK-P-0048552-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048553-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048554-T01-IM6	0.585365853658537
GENIE-MSK-P-0048555-T01-IM6	0.170731707317073
GENIE-MSK-P-0048556-T01-IM6	0.634146341463415
GENIE-MSK-P-0048557-T01-IM6	0.0487804878048781
GENIE-MSK-P-0048558-T01-IM6	0.219512195121951
GENIE-MSK-P-0048559-T01-IM6	0.390243902439024
GENIE-MSK-P-0048560-T01-IM6	0.51219512195122
GENIE-MSK-P-0048564-T02-IM6	0.682926829268293
GENIE-MSK-P-0048569-T02-IM6	0.170731707317073
GENIE-MSK-P-0048572-T02-IM6	0.24390243902439
GENIE-MSK-P-0048573-T03-IH3	0.195121951219512
GENIE-MSK-P-0048574-T02-IH3	0
GENIE-MSK-P-0048575-T02-IH3	0
GENIE-MSK-P-0048576-T04-IH3	0.146341463414634
GENIE-MSK-P-0048577-T03-IM6	0.731707317073171
GENIE-MSK-P-0048579-T02-IM6	0.560975609756098
GENIE-MSK-P-0048579-T03-IM7	0.880952380952381
GENIE-MSK-P-0048580-T02-IM6	0.024390243902439
GENIE-MSK-P-0048583-T02-IM6	0.146341463414634
GENIE-MSK-P-0048585-T03-IM6	0.658536585365854
GENIE-MSK-P-0048586-T01-IM6	0.0975609756097561
GENIE-MSK-P-0048587-T01-IM6	0.170731707317073
GENIE-MSK-P-0048587-T02-IM6	0.341463414634146
GENIE-MSK-P-0048588-T01-IM6	0.48780487804878
GENIE-MSK-P-0048589-T01-IM6	0.024390243902439
GENIE-MSK-P-0048590-T01-IM6	0
GENIE-MSK-P-0048590-T02-IM6	0.585365853658537
GENIE-MSK-P-0048591-T01-IM6	0.341463414634146
GENIE-MSK-P-0048592-T01-IM6	0.219512195121951
GENIE-MSK-P-0048593-T01-IM6	0.51219512195122
GENIE-MSK-P-0048594-T01-IM6	0.195121951219512
GENIE-MSK-P-0048594-T03-IH3	0
GENIE-MSK-P-0048595-T01-IM6	0.51219512195122
GENIE-MSK-P-0048596-T01-IM6	0.341463414634146
GENIE-MSK-P-0048597-T01-IM6	0
GENIE-MSK-P-0048598-T01-IM6	0.268292682926829
GENIE-MSK-P-0048599-T01-IM6	0.51219512195122
GENIE-MSK-P-0048600-T01-IM6	0.292682926829268
GENIE-MSK-P-0048601-T01-IM6	0.341463414634146
GENIE-MSK-P-0048601-T04-IM6	0.609756097560976
GENIE-MSK-P-0048601-T05-IM6	0.0975609756097561
GENIE-MSK-P-0048602-T01-IM6	0.268292682926829
GENIE-MSK-P-0048603-T01-IM6	0.731707317073171
GENIE-MSK-P-0048605-T01-IM6	0.024390243902439
GENIE-MSK-P-0048606-T01-IM6	0.439024390243902
GENIE-MSK-P-0048607-T01-IM6	0
GENIE-MSK-P-0048608-T01-IM6	0.195121951219512
GENIE-MSK-P-0048609-T01-IM6	0.24390243902439
GENIE-MSK-P-0048610-T01-IM6	0.365853658536585
GENIE-MSK-P-0048611-T01-IM6	0.121951219512195
GENIE-MSK-P-0048612-T01-IM6	0.365853658536585
GENIE-MSK-P-0048613-T01-IM6	0.390243902439024
GENIE-MSK-P-0048614-T01-IM6	0.414634146341463
GENIE-MSK-P-0048616-T04-IH3	0
GENIE-MSK-P-0048617-T01-IM6	0
GENIE-MSK-P-0048618-T01-IM6	0.414634146341463
GENIE-MSK-P-0048619-T01-IM6	0.146341463414634
GENIE-MSK-P-0048620-T01-IM6	0.24390243902439
GENIE-MSK-P-0048621-T01-IM6	0.146341463414634
GENIE-MSK-P-0048622-T01-IM6	0.536585365853659
GENIE-MSK-P-0048623-T01-IM6	0
GENIE-MSK-P-0048624-T01-IM6	0.146341463414634
GENIE-MSK-P-0048625-T01-IM6	0.292682926829268
GENIE-MSK-P-0048626-T01-IM6	0.609756097560976
GENIE-MSK-P-0048627-T01-IM6	0.585365853658537
GENIE-MSK-P-0048628-T01-IM6	0.536585365853659
GENIE-MSK-P-0048629-T01-IM6	0.585365853658537
GENIE-MSK-P-0048630-T01-IM6	0
GENIE-MSK-P-0048631-T01-IH3	0.0731707317073171
GENIE-MSK-P-0048632-T01-IH3	0
GENIE-MSK-P-0048633-T01-IH3	0
GENIE-MSK-P-0048634-T01-IH3	0
GENIE-MSK-P-0048635-T01-IH3	0
GENIE-MSK-P-0048636-T01-IH3	0
GENIE-MSK-P-0048637-T01-IH3	0.0487804878048781
GENIE-MSK-P-0048637-T02-IH3	0.0487804878048781
GENIE-MSK-P-0048638-T01-IH3	0
GENIE-MSK-P-0048639-T01-IH3	0
GENIE-MSK-P-0048640-T01-IH3	0
GENIE-MSK-P-0048641-T01-IH3	0
